5,61.372,21.35105,1.350359
10,85.394,22.25219,1.407352
25,120.037,22.27685,1.408911
50,145.542,22.35683,1.41397
100,170.5,22.30331,1.410585
150,187.517,22.04958,1.394538
250,205.431,22.21294,1.40487
500,231.545,23.479,1.484942
