3.000000, 3.000000, 0.000000, 0.500000, 0.500000, -1.000000, 0.000000, 0.000000
3.000000, 3.000000, 5.000000, 0.500000, 0.500000, 15.792000, 3.509702, 0.443946
3.000000, 3.000000, 10.000000, 0.500000, 0.500000, 20.856000, 3.404943, 0.430695
3.000000, 3.000000, 15.000000, 0.500000, 0.500000, 24.856000, 3.653032, 0.462076
3.000000, 3.000000, 20.000000, 0.500000, 0.500000, 26.892000, 3.653729, 0.462164
3.000000, 3.000000, 25.000000, 0.500000, 0.500000, 29.068000, 3.394919, 0.429427
3.000000, 3.000000, 30.000000, 0.500000, 0.500000, 30.792000, 3.578822, 0.452689
3.000000, 3.000000, 35.000000, 0.500000, 0.500000, 32.752000, 3.784678, 0.478728
3.000000, 3.000000, 40.000000, 0.500000, 0.500000, 33.888000, 3.660746, 0.463052
3.000000, 3.000000, 45.000000, 0.500000, 0.500000, 34.804000, 3.234724, 0.409164
3.000000, 3.000000, 50.000000, 0.500000, 0.500000, 35.496000, 3.558177, 0.450078
3.000000, 3.000000, 55.000000, 0.500000, 0.500000, 36.212000, 3.530569, 0.446586
3.000000, 3.000000, 60.000000, 0.500000, 0.500000, 37.516000, 3.708471, 0.469089
3.000000, 3.000000, 65.000000, 0.500000, 0.500000, 37.804000, 3.435812, 0.434600
3.000000, 3.000000, 70.000000, 0.500000, 0.500000, 38.540000, 3.702870, 0.468380
3.000000, 3.000000, 75.000000, 0.500000, 0.500000, 39.600000, 3.654782, 0.462297
3.000000, 3.000000, 80.000000, 0.500000, 0.500000, 40.380000, 3.388440, 0.428608
3.000000, 3.000000, 85.000000, 0.500000, 0.500000, 40.548000, 3.531797, 0.446741
3.000000, 3.000000, 90.000000, 0.500000, 0.500000, 41.108000, 3.770571, 0.476944
3.000000, 3.000000, 95.000000, 0.500000, 0.500000, 41.844000, 3.636559, 0.459992
3.000000, 3.000000, 100.000000, 0.500000, 0.500000, 42.436000, 3.547427, 0.448718
