2,2,5,1.0,1.0,6.0
2,2,5,1.0,0.75,6.759999999999999
2,2,5,1.0,0.5,8.555555555555555
2,2,5,1.0,0.25,14.387755102040815
2,2,5,1.0,0.1,32.30193905817176
2,2,5,0.75,1.0,6.355508870214752
2,2,5,0.75,0.75,7.142987328264638
2,2,5,0.75,0.5,8.935396954480716
2,2,5,0.75,0.25,14.728064835494036
2,2,5,0.75,0.1,32.60037225000697
2,2,5,0.5,1.0,7.280952380952382
2,2,5,0.5,0.75,8.121034013605442
2,2,5,0.5,0.5,9.922297808012093
2,2,5,0.5,0.25,15.651820288554983
2,2,5,0.5,0.1,33.43071152182047
2,2,5,0.25,1.0,10.896254826254827
2,2,5,0.25,0.75,11.73849890649891
2,2,5,0.25,0.5,13.487060227929794
2,2,5,0.25,0.25,19.011245338790847
2,2,5,0.25,0.1,36.44790664216032
2,2,5,0.1,1.0,23.03827455634257
2,2,5,0.1,0.75,23.808635972804073
2,2,5,0.1,0.5,25.399734215448838
2,2,5,0.1,0.25,30.45748074252657
2,2,5,0.1,0.1,46.8977745997577
2,2,8,1.0,1.0,8.0
2,2,8,1.0,0.75,8.913406877830496
2,2,8,1.0,0.5,11.394295972357195
2,2,8,1.0,0.25,19.422413129031927
2,2,8,1.0,0.1,43.792541496332404
2,2,8,0.75,1.0,8.343323840437948
2,2,8,0.75,0.75,9.293786989790311
2,2,8,0.75,0.5,11.74828347546792
2,2,8,0.75,0.25,19.69426784978192
2,2,8,0.75,0.1,44.00351186107961
2,2,8,0.5,1.0,9.276116088002558
2,2,8,0.5,0.75,10.32241232778885
2,2,8,0.5,0.5,12.738333393507894
2,2,8,0.5,0.25,20.510062235340044
2,2,8,0.5,0.1,44.65572440660337
2,2,8,0.25,1.0,13.5019884296746
2,2,8,0.25,0.75,14.547473807671935
2,2,8,0.25,0.5,16.77763957009759
2,2,8,0.25,0.25,24.02115697578608
2,2,8,0.25,0.1,47.47738978917502
2,2,8,0.1,1.0,28.338181760457086
2,2,8,0.1,0.75,29.25133022792058
2,2,8,0.1,0.5,31.165580709799958
2,2,8,0.1,0.25,37.42221707807495
2,2,8,0.1,0.1,58.73639866908326
2,2,10,1.0,1.0,8.0
